region,system,network,isIO,instanceId,vCpu,memory,intranetGbps,intranetPPS,hourlyPrice,weeklyPrice,standard,monthlyPrice,yearlyPrice,2yearPrice,3yearPrice,4yearPrice,5yearPrice
us-east-1,windows,vpc,TRUE,ecs.gn5-c8g1.4xlarge,16,120,5,100,33.81,4545.51,16234,15422.3,146106,233769.6,262990.8,280523.52,292212
us-east-1,windows,vpc,TRUE,ecs.se1ne.4xlarge,16,128,3,160,13.034,2083.87,7442.44,7070.32,66981.96,107171.14,120567.53,128605.36,133963.92
us-east-1,windows,vpc,TRUE,ecs.se1.4xlarge,16,128,3,40,12.413,1984.63,7088,7088,72297.6,119078.4,127584,170112,212640
us-east-1,windows,vpc,TRUE,ecs.sn1ne.6xlarge,24,48,4.5,200,14.328,2363.51,8441.16,8019.1,75970.44,121552.7,136746.79,145863.24,151940.88
us-east-1,windows,vpc,TRUE,ecs.i1.6xlarge,unknown,unknown,unknown,unknown,16.2,2724.95,9732,9245.4,87588,140140.8,157658.4,168168.96,175176
us-east-1,windows,vpc,TRUE,ecs.d1ne.6xlarge,24,96,16,200,17.512,2941.28,10504.61,9979.38,94541.49,151266.38,170174.68,181519.66,189082.98
us-east-1,windows,vpc,TRUE,ecs.sn2ne.6xlarge,24,96,4.5,200,16.704,2735.06,9768.12,9279.71,87913.08,140660.93,158243.54,168793.11,175826.16
us-east-1,windows,vpc,TRUE,ecs.cm4.6xlarge,24,96,10,120,19.02,3124.75,11159.84,10601.85,100438.56,160701.7,180789.41,192842.04,200877.12
us-east-1,windows,vpc,TRUE,ecs.d1.6xlarge,24,96,8,80,17.17,2884.55,10302,9786.9,92718,148348.8,166892.4,178018.56,185436
us-east-1,windows,vpc,TRUE,ecs.se1ne.6xlarge,24,192,4.5,200,19.56,3125.8,11163.6,10605.42,100472.4,160755.84,180850.32,192907.01,200944.8
us-east-1,windows,vpc,TRUE,ecs.gn5-c28g1.7xlarge,28,112,5,100,26.233,3525.94,12592.69,11963.06,113334.21,181334.74,204001.58,217601.68,226668.42
us-east-1,windows,vpc,TRUE,ecs.sn1ne.8xlarge,32,64,6,250,19.218,3385.22,12090.12,11485.61,108811.08,174097.73,195859.94,208917.27,217622.16
us-east-1,windows,vpc,TRUE,ecs.n4.8xlarge,32,64,低,低,12.656,1824.75,6517,6517,66473.4,109485.6,117306,156408,195510
us-east-1,windows,vpc,TRUE,ecs.i1.8xlarge,32,128,6,80,21.62,3634.11,12979,12330.05,116811,186897.6,210259.8,224277.12,233622
us-east-1,windows,vpc,TRUE,ecs.d1ne.8xlarge,32,128,20,250,23.342,3921.73,14006.23,13305.92,126056.07,201689.71,226900.93,242027.65,252112.14
us-east-1,windows,vpc,TRUE,ecs.sn2ne.8xlarge,32,128,6,250,22.245,3645.61,13020.07,12369.07,117180.63,187489.01,210925.13,224986.81,234361.26
us-east-1,windows,vpc,TRUE,ecs.i1-c10d1.8xlarge,32,128,6,80,22.35,3755.91,13414,12743.3,120726,193161.6,217306.8,231793.92,241452
us-east-1,windows,vpc,TRUE,ecs.mn4.8xlarge,32,128,低,低,17.177,2477.99,8850,8850,90270,148680,159300,212400,265500
us-east-1,windows,vpc,TRUE,ecs.d1.8xlarge,32,128,10,100,22.88,3846.35,13737,13050.15,123633,197812.8,222539.4,237375.36,247266
us-east-1,windows,vpc,TRUE,ecs.d1-c8d3.8xlarge,unknown,unknown,unknown,unknown,21.97,3692.63,13188,12528.6,118692,189907.2,213645.6,227888.64,237384
us-east-1,windows,vpc,TRUE,ecs.gn5-c8g1.8xlarge,32,240,10,200,67.64,9091.31,32469,30845.55,292221,467553.6,525997.8,561064.32,584442
us-east-1,windows,vpc,TRUE,ecs.se1.8xlarge,32,256,6,80,24.826,3969.27,14176,14176,144595.2,238156.8,255168,340224,425280
us-east-1,windows,vpc,TRUE,ecs.se1ne.8xlarge,32,256,6,250,26.068,4167.76,14884.88,14140.64,133963.92,214342.27,241135.06,257210.73,267927.84
us-east-1,windows,vpc,TRUE,ecs.gn5-c8g1.14xlarge,54,480,25,400,135.28,18182.91,64939,61692.05,584451,935121.6,1052011.8,1122145.92,1168902
us-east-1,windows,vpc,TRUE,ecs.d1-c14d3.14xlarge,unknown,unknown,unknown,unknown,33.33,5600.27,20001,19000.95,180009,288014.4,324016.2,345617.28,360018
us-east-1,windows,vpc,TRUE,ecs.i1.14xlarge,56,224,10,120,37.86,6361.87,22721,21584.95,204489,327182.4,368080.2,392618.88,408978
us-east-1,windows,vpc,TRUE,ecs.d1ne.14xlarge,56,224,40,450,40.861,6865.07,24518.14,23292.23,220663.26,353061.22,397193.87,423673.46,441326.52
us-east-1,windows,vpc,TRUE,ecs.gn5-c28g1.14xlarge,56,224,10,200,52.466,7051.9,25185.38,23926.11,226668.42,362669.47,408003.16,435203.37,453336.84
us-east-1,windows,vpc,TRUE,ecs.d1.14xlarge,56,224,20,140,40.07,6733.15,24047,22844.65,216423,346276.8,389561.4,415532.16,432846
us-east-1,windows,vpc,TRUE,ecs.se1ne.14xlarge,56,480,10,450,48.062,7684.31,27444,26071.8,246996,395193.6,444592.8,474232.32,493992
us-east-1,windows,vpc,TRUE,ecs.se1.14xlarge,56,480,10,120,45.773,7318.35,26137,26137,266597.4,439101.6,470466,627288,784110
us-east-1,windows,vpc,TRUE,ecs.re4.20xlarge,80,960,15,350,61.14,9170.27,32751,32751,334060.2,550216.8,589518,786024,982530
us-east-1,windows,vpc,TRUE,ecs.re4.40xlarge,160,1920,30,700,122.28,18338.87,65496,65496,668059.2,1100332.8,1178928,1571904,1964880
us-east-1,windows,vpc,TRUE,ecs.n1.tiny,unknown,unknown,unknown,unknown,0.119,16.79,60,60,612,1008,1080,1440,1800
us-east-1,windows,vpc,TRUE,ecs.n1.small,1,2,低,低,0.223,36.67,131,131,1336.2,2200.8,2358,3144,3930
us-east-1,windows,vpc,TRUE,ecs.n2.small,1,4,低,低,0.474,67.75,242,242,2468.4,4065.6,4356,5808,7260
us-east-1,windows,vpc,TRUE,ecs.e3.small,1,8,低,低,0.6,85.95,307,307,3131.4,5157.6,5526,7368,9210
us-east-1,windows,vpc,TRUE,ecs.sn1.medium,2,4,0.5,5,1.137,187.59,670,670,6834,11256,12060,16080,20100
us-east-1,windows,vpc,TRUE,ecs.n1.medium,2,4,低,低,0.453,73.35,262,262,2672.4,4401.6,4716,6288,7860
us-east-1,windows,vpc,TRUE,ecs.n2.medium,2,8,低,低,0.948,135.79,485,485,4947,8148,8730,11640,14550
us-east-1,windows,vpc,TRUE,ecs.sn2.medium,2,8,0.5,5,1.325,216.99,775,775,7905,13020,13950,18600,23250
us-east-1,windows,vpc,TRUE,ecs.e3.medium,2,16,低,低,1.192,171.63,613,613,6252.6,10298.4,11034,14712,18390
us-east-1,windows,vpc,TRUE,ecs.sn1.large,4,8,0.8,10,2.268,375.19,1340,1340,13668,22512,24120,32160,40200
us-east-1,windows,vpc,TRUE,ecs.n1.large,4,8,低,低,1.373,197.39,705,705,7191,11844,12690,16920,21150
us-east-1,windows,vpc,TRUE,ecs.n2.large,4,16,低,低,1.888,271.59,970,970,9894,16296,17460,23280,29100
us-east-1,windows,vpc,TRUE,ecs.sn2.large,4,16,0.8,10,2.649,433.99,1550,1550,15810,26040,27900,37200,46500
us-east-1,windows,vpc,TRUE,ecs.e3.large,4,32,低,低,2.383,342.99,1225,1225,12495,20580,22050,29400,36750
us-east-1,windows,vpc,TRUE,ecs.n1.xlarge,8,16,低,低,2.738,394.23,1408,1408,14361.6,23654.4,25344,33792,42240
us-east-1,windows,vpc,TRUE,ecs.sn1.xlarge,8,16,1.5,20,4.536,750.39,2680,2680,27336,45024,48240,64320,80400
us-east-1,windows,vpc,TRUE,ecs.n2.xlarge,8,32,低,低,3.769,542.91,1939,1939,19777.8,32575.2,34902,46536,58170
us-east-1,windows,vpc,TRUE,ecs.sn2.xlarge,8,32,1.5,20,5.297,867.99,3100,3100,31620,52080,55800,74400,93000
us-east-1,windows,vpc,TRUE,ecs.e3.xlarge,8,64,低,低,4.758,685.43,2448,2448,24969.6,41126.4,44064,58752,73440
us-east-1,windows,vpc,TRUE,ecs.n1.3xlarge,16,32,低,低,5.469,788.47,2816,2816,28723.2,47308.8,50688,67584,84480
us-east-1,windows,vpc,TRUE,ecs.sn1.3xlarge,16,32,3,40,9.071,1500.79,5360,5360,54672,90048,96480,128640,160800
us-east-1,windows,vpc,TRUE,ecs.n2.3xlarge,16,64,低,低,7.53,1085.55,3877,3877,39545.4,65133.6,69786,93048,116310
us-east-1,windows,vpc,TRUE,ecs.sn2.3xlarge,16,64,3,40,10.593,1735.99,6200,6200,63240,104160,111600,148800,186000
us-east-1,windows,vpc,TRUE,ecs.e3.3xlarge,16,128,低,低,9.509,1371.15,4897,4897,49949.4,82269.6,88146,117528,146910
us-east-1,windows,vpc,TRUE,ecs.sn1.7xlarge,32,64,6,80,18.302,3223.91,11514,11514,117442.8,193435.2,207252,276336,345420
us-east-1,windows,vpc,TRUE,ecs.n1.7xlarge,32,64,低,低,10.937,1576.95,5632,5632,57446.4,94617.6,101376,135168,168960
us-east-1,windows,vpc,TRUE,ecs.sn2.7xlarge,32,128,6,80,21.185,3471.99,12400,12400,126480,208320,223200,297600,372000
us-east-1,windows,vpc,TRUE,ecs.n2.7xlarge,32,128,低,低,15.046,2170.83,7753,7753,79080.6,130250.4,139554,186072,232590
us-east-1,windows,vpc,TRUE,ecs.e3.7xlarge,unknown,unknown,unknown,unknown,19.01,2742.31,9794,9794,99898.8,164539.2,176292,235056,293820
us-east-1,windows,vpc,TRUE,ecs.sn2.13xlarge,56,224,10,120,37.074,6077.95,21707,21707,221411.4,364677.6,390726,520968,651210
ap-northeast-1,windows,vpc,TRUE,ecs.t5-lc2m1.nano,1,0.5,0.1,4,0.06,9.24,33,33,336.6,673.2,1009.8,1346.4,1683
ap-northeast-1,windows,vpc,TRUE,ecs.t5-lc1m2.small,1,2,0.2,6,0.19,28.84,103,103,1050.6,2101.2,3151.8,4202.4,5253
ap-northeast-1,windows,vpc,TRUE,ecs.t5-c1m1.large,2,2,0.5,10,0.32,47.32,169,169,1723.8,3447.6,5171.4,6895.2,8619
ap-northeast-1,windows,vpc,TRUE,ecs.c5.large,2,4,1,20,1.17,198.78,709.93,709.93,7241.29,14482.57,21723.86,28965.14,36206.43
ap-northeast-1,windows,vpc,TRUE,ecs.t5-c1m2.large,2,4,0.5,10,0.43,65.52,234,234,2386.8,4773.6,7160.4,9547.2,11934
ap-northeast-1,windows,vpc,TRUE,ecs.t5-lc1m2.large,2,4,0.4,10,0.38,57.4,205,205,2091,4182,6273,8364,10455
ap-northeast-1,windows,vpc,TRUE,ecs.t5-lc1m4.large,2,8,0.4,10,0.53,79.24,283,283,2886.6,5773.2,8659.8,11546.4,14433
ap-northeast-1,windows,vpc,TRUE,ecs.g5.large,2,8,1,20,1.43,234.64,838,838,8547.6,17095.2,25642.8,34190.4,42738
ap-northeast-1,windows,vpc,TRUE,ecs.t5-c1m4.large,2,8,0.5,10,0.68,94.64,338,338,3447.6,6895.2,10342.8,13790.4,17238
ap-northeast-1,windows,vpc,TRUE,ecs.r5.large,2,16,1,20,1.62,253.12,904,904,9220.8,18441.6,27662.4,36883.2,46104
ap-northeast-1,windows,vpc,TRUE,ecs.t5-c1m1.xlarge,4,4,0.8,20,0.63,94.36,337,337,3437.4,6874.8,10312.2,13749.6,17187
ap-northeast-1,windows,vpc,TRUE,ecs.c5.xlarge,4,8,1.5,30,2.33,397.6,1420,1420,14484,28968,43452,57936,72420
ap-northeast-1,windows,vpc,TRUE,ecs.t5-c1m2.xlarge,4,8,0.8,20,0.87,130.76,467,467,4763.4,9526.8,14290.2,19053.6,23817
ap-northeast-1,windows,vpc,TRUE,ecs.g5.xlarge,4,16,1.5,30,2.87,469.28,1676,1676,17095.2,34190.4,51285.6,68380.8,85476
ap-northeast-1,windows,vpc,TRUE,ecs.t5-c1m4.xlarge,4,16,0.8,20,1.35,189,675,675,6885,13770,20655,27540,34425
ap-northeast-1,windows,vpc,TRUE,ecs.r5.xlarge,4,32,1.5,30,3.23,506.52,1809,1809,18451.8,36903.6,55355.4,73807.2,92259
ap-northeast-1,windows,vpc,TRUE,ecs.i2.xlarge,4,32,1,50,3.16,505.12,1804,1804,18400.8,36801.6,55202.4,73603.2,92004
ap-northeast-1,windows,vpc,TRUE,ecs.t5-c1m1.2xlarge,8,8,1.2,40,1.25,188.72,674,674,6874.8,13749.6,20624.4,27499.2,34374
ap-northeast-1,windows,vpc,TRUE,ecs.t5-c1m2.2xlarge,8,16,1.2,40,1.73,261.52,934,934,9526.8,19053.6,28580.4,38107.2,47634
ap-northeast-1,windows,vpc,TRUE,ecs.c5.2xlarge,8,16,2.5,50,4.661,795.2,2840,2840,28968,57936,86904,115872,144840
ap-northeast-1,windows,vpc,TRUE,ecs.g5.2xlarge,8,32,2.5,50,5.74,938.56,3352,3352,34190.4,68380.8,102571.2,136761.6,170952
ap-northeast-1,windows,vpc,TRUE,ecs.t5-c1m4.2xlarge,8,32,1.2,40,2.71,378,1350,1350,13770,27540,41310,55080,68850
ap-northeast-1,windows,vpc,TRUE,ecs.r5.2xlarge,8,64,2.5,50,6.47,1012.76,3617,3617,36893.4,73786.8,110680.2,147573.6,184467
ap-northeast-1,windows,vpc,TRUE,ecs.i2.2xlarge,8,64,2,100,6.31,1010.24,3608,3608,36801.6,73603.2,110404.8,147206.4,184008
ap-northeast-1,windows,vpc,TRUE,ecs.c5.3xlarge,12,24,4,90,6.991,1192.8,4260,4260,43452,86904,130356,173808,217260
ap-northeast-1,windows,vpc,TRUE,ecs.g5.3xlarge,12,48,4,90,8.6,1407.56,5027,5027,51275.4,102550.8,153826.2,205101.6,256377
ap-northeast-1,windows,vpc,TRUE,ecs.r5.3xlarge,12,96,4,90,9.7,1519.28,5426,5426,55345.2,110690.4,166035.6,221380.8,276726
ap-northeast-1,windows,vpc,TRUE,ecs.t5-c1m1.4xlarge,16,16,1.2,60,2.5,377.16,1347,1347,13739.4,27478.8,41218.2,54957.6,68697
ap-northeast-1,windows,vpc,TRUE,ecs.t5-c1m2.4xlarge,16,32,1.2,60,3.46,523.04,1868,1868,19053.6,38107.2,57160.8,76214.4,95268
ap-northeast-1,windows,vpc,TRUE,ecs.c5.4xlarge,16,32,5,100,9.321,1590.12,5679,5679,57925.8,115851.6,173777.4,231703.2,289629
ap-northeast-1,windows,vpc,TRUE,ecs.g5.4xlarge,16,64,5,100,11.47,1876.84,6703,6703,68370.6,136741.2,205111.8,273482.4,341853
ap-northeast-1,windows,vpc,TRUE,ecs.r5.4xlarge,16,128,5,100,12.93,2025.8,7235,7235,73797,147594,221391,295188,368985
ap-northeast-1,windows,vpc,TRUE,ecs.i2.4xlarge,16,128,3,150,12.62,2020.2,7215,7215,73593,147186,220779,294372,367965
ap-northeast-1,windows,vpc,TRUE,ecs.c5.6xlarge,24,48,7.5,150,13.981,2385.32,8519,8519,86893.8,173787.6,260681.4,347575.2,434469
ap-northeast-1,windows,vpc,TRUE,ecs.g5.6xlarge,24,96,7.5,150,17.21,2815.4,10055,10055,102561,205122,307683,410244,512805
ap-northeast-1,windows,vpc,TRUE,ecs.r5.6xlarge,24,192,7.5,150,19.4,3038.56,10852,10852,110690.4,221380.8,332071.2,442761.6,553452
ap-northeast-1,windows,vpc,TRUE,ecs.c5.8xlarge,32,64,10,200,18.642,3180.52,11359,11359,115861.8,231723.6,347585.4,463447.2,579309
ap-northeast-1,windows,vpc,TRUE,ecs.g5.8xlarge,32,128,10,200,22.94,3753.68,13406,13406,136741.2,273482.4,410223.6,546964.8,683706
ap-northeast-1,windows,vpc,TRUE,ecs.r5.8xlarge,32,256,10,200,25.86,4051.32,14469,14469,147583.8,295167.6,442751.4,590335.2,737919
ap-northeast-1,windows,vpc,TRUE,ecs.i2.8xlarge,32,256,6,200,25.24,4040.12,14429,14429,147175.8,294351.6,441527.4,588703.2,735879
ap-northeast-1,windows,vpc,TRUE,ecs.c5.16xlarge,64,128,20,400,37.283,6361.04,22718,22718,231723.6,463447.2,695170.8,926894.4,1158618
ap-northeast-1,windows,vpc,TRUE,ecs.g5.16xlarge,64,256,20,400,45.89,7507.64,26813,26813,273492.6,546985.2,820477.8,1093970.4,1367463
ap-northeast-1,windows,vpc,TRUE,ecs.r5.16xlarge,64,512,20,400,51.73,8102.64,28938,28938,295167.6,590335.2,885502.8,1180670.4,1475838
ap-northeast-1,windows,vpc,TRUE,ecs.i2.16xlarge,64,512,10,400,50.47,8079.96,28857,28857,294341.4,588682.8,883024.2,1177365.6,1471707
ap-northeast-1,windows,vpc,TRUE,ecs.ebmg5.24xlarge,96,384,10,450,71.751,11888.59,42459.26,42459.26,433084.45,866168.9,1299253.36,1732337.81,2165422.26
ap-northeast-1,windows,vpc,TRUE,ecs.xn4.small,1,1,低,低,0.147,24.08,86,86,877.2,1754.4,2631.6,3508.8,4386
ap-northeast-1,windows,vpc,TRUE,ecs.n4.small,1,2,低,低,0.286,48.16,172,172,1754.4,3508.8,5263.2,7017.6,8772
ap-northeast-1,windows,vpc,TRUE,ecs.mn4.small,1,4,低,低,0.61,101.08,361,361,3682.2,7364.4,11046.6,14728.8,18411
ap-northeast-1,windows,vpc,TRUE,ecs.sn1ne.large,2,4,0.5,12,1.356,231.27,825.97,825.97,8424.89,16849.79,25274.68,33699.58,42124.47
ap-northeast-1,windows,vpc,TRUE,ecs.n4.large,2,4,低,低,0.572,96.32,344,344,3508.8,7017.6,10526.4,14035.2,17544
ap-northeast-1,windows,vpc,TRUE,ecs.mn4.large,2,8,低,低,1.22,201.88,721,721,7354.2,14708.4,22062.6,29416.8,36771
ap-northeast-1,windows,vpc,TRUE,ecs.sn2ne.large,2,8,0.5,12,1.602,265.06,946.66,946.66,9655.93,19311.86,28967.8,38623.73,48279.66
ap-northeast-1,windows,vpc,TRUE,ecs.se1.large,2,16,0.5,5,1.738,271.88,971,971,9904.2,19808.4,29712.6,39616.8,49521
ap-northeast-1,windows,vpc,TRUE,ecs.se1ne.large,2,16,0.5,12,1.825,285.34,1019.07,1019.07,10394.51,20789.03,31183.54,41578.06,51972.57
ap-northeast-1,windows,vpc,TRUE,ecs.e4.large,unknown,unknown,unknown,unknown,1.738,271.88,971,971,9904.2,19808.4,29712.6,39616.8,49521
ap-northeast-1,windows,vpc,TRUE,ecs.sn1ne.xlarge,4,8,0.8,30,2.712,463.82,1656.49,1656.49,16896.2,33792.4,50688.59,67584.79,84480.99
ap-northeast-1,windows,vpc,TRUE,ecs.n4.xlarge,4,8,低,低,2.33,372.96,1332,1332,13586.4,27172.8,40759.2,54345.6,67932
ap-northeast-1,windows,vpc,TRUE,ecs.mn4.xlarge,4,16,低,低,3.049,505.12,1804,1804,18400.8,36801.6,55202.4,73603.2,92004
ap-northeast-1,windows,vpc,TRUE,ecs.sn2ne.xlarge,4,16,0.8,30,3.202,530.29,1893.91,1893.91,19317.88,38635.76,57953.65,77271.53,96589.41
ap-northeast-1,windows,vpc,TRUE,ecs.gn5-c4g1.xlarge,4,30,3,30,16.53,2221.58,7934.23,7934.23,80929.15,161858.29,242787.44,323716.58,404645.73
ap-northeast-1,windows,vpc,TRUE,ecs.se1.xlarge,4,32,0.8,10,3.476,543.48,1941,1941,19798.2,39596.4,59394.6,79192.8,98991
ap-northeast-1,windows,vpc,TRUE,ecs.se1ne.xlarge,4,32,0.8,30,3.65,570.7,2038.22,2038.22,20789.84,41579.69,62369.53,83159.38,103949.22
ap-northeast-1,windows,vpc,TRUE,ecs.e4.xlarge,unknown,unknown,unknown,unknown,3.476,543.48,1941,1941,19798.2,39596.4,59394.6,79192.8,98991
ap-northeast-1,windows,vpc,TRUE,ecs.sn1ne.2xlarge,8,16,1.5,100,5.422,926.36,3308.44,3308.44,33746.09,67492.18,101238.26,134984.35,168730.44
ap-northeast-1,windows,vpc,TRUE,ecs.n4.2xlarge,8,16,低,低,4.67,747.04,2668,2668,27213.6,54427.2,81640.8,108854.4,136068
ap-northeast-1,windows,vpc,TRUE,ecs.mn4.2xlarge,8,32,低,低,6.097,1009.96,3607,3607,36791.4,73582.8,110374.2,147165.6,183957
ap-northeast-1,windows,vpc,TRUE,ecs.sn2ne.2xlarge,8,32,1.5,100,6.402,1060.59,3787.83,3787.83,38635.87,77271.73,115907.6,154543.46,193179.33
ap-northeast-1,windows,vpc,TRUE,ecs.gn5-c8g1.2xlarge,8,60,3,30,19.901,2675.03,9553.69,9553.69,97447.64,194895.28,292342.91,389790.55,487238.19
ap-northeast-1,windows,vpc,TRUE,ecs.gn5-c4g1.2xlarge,8,60,5,100,33.059,4443.22,15868.66,15868.66,161860.33,323720.66,485581,647441.33,809301.66
ap-northeast-1,windows,vpc,TRUE,ecs.e4.2xlarge,unknown,unknown,unknown,unknown,6.952,1086.96,3882,3882,39596.4,79192.8,118789.2,158385.6,197982
ap-northeast-1,windows,vpc,TRUE,ecs.se1ne.2xlarge,8,64,1.5,100,7.3,1141.41,4076.45,4076.45,41579.79,83159.58,124739.37,166319.16,207898.95
ap-northeast-1,windows,vpc,TRUE,ecs.se1.2xlarge,8,64,1.5,20,6.952,1086.96,3882,3882,39596.4,79192.8,118789.2,158385.6,197982
ap-northeast-1,windows,vpc,TRUE,ecs.sn1ne.3xlarge,12,24,2.5,130,8.136,1303.76,4656.3,4656.3,47494.26,94988.52,142482.78,189977.04,237471.3
ap-northeast-1,windows,vpc,TRUE,ecs.sn2ne.3xlarge,12,48,2.5,130,9.612,1506.94,5381.94,5381.94,54895.79,109791.58,164687.36,219583.15,274478.94
ap-northeast-1,windows,vpc,TRUE,ecs.se1ne.3xlarge,12,96,2.5,130,10.95,1712.04,6114.42,6114.42,62367.08,124734.17,187101.25,249468.34,311835.42
ap-northeast-1,windows,vpc,TRUE,ecs.n4.4xlarge,16,32,低,低,9.33,1511.72,5399,5399,55069.8,110139.6,165209.4,220279.2,275349
ap-northeast-1,windows,vpc,TRUE,ecs.sn1ne.4xlarge,16,32,3,160,10.843,1852.73,6616.89,6616.89,67492.28,134984.56,202476.83,269969.11,337461.39
ap-northeast-1,windows,vpc,TRUE,ecs.mn4.4xlarge,16,64,低,低,12.193,2020.2,7215,7215,73593,147186,220779,294372,367965
ap-northeast-1,windows,vpc,TRUE,ecs.sn2ne.4xlarge,16,64,3,160,12.803,2121.19,7575.67,7575.67,77271.83,154543.67,231815.5,309087.34,386359.17
ap-northeast-1,windows,vpc,TRUE,ecs.gn5-c8g1.4xlarge,16,120,5,100,39.809,5350.12,19107.58,19107.58,194897.32,389794.63,584691.95,779589.26,974486.58
ap-northeast-1,windows,vpc,TRUE,ecs.e4.4xlarge,unknown,unknown,unknown,unknown,13.903,2174.2,7765,7765,79203,158406,237609,316812,396015
ap-northeast-1,windows,vpc,TRUE,ecs.se1.4xlarge,16,128,3,40,13.903,2174.2,7765,7765,79203,158406,237609,316812,396015
ap-northeast-1,windows,vpc,TRUE,ecs.se1ne.4xlarge,16,128,3,160,14.599,2282.8,8152.84,8152.84,83158.97,166317.94,249476.9,332635.87,415794.84
ap-northeast-1,windows,vpc,TRUE,ecs.sn1ne.6xlarge,24,48,4.5,200,16.272,2607.53,9312.6,9312.6,94988.52,189977.04,284965.56,379954.08,474942.6
ap-northeast-1,windows,vpc,TRUE,ecs.sn2ne.6xlarge,24,96,4.5,200,19.224,3013.89,10763.88,10763.88,109791.58,219583.15,329374.73,439166.3,548957.88
ap-northeast-1,windows,vpc,TRUE,ecs.se1ne.6xlarge,24,192,4.5,200,21.9,3424.08,12228.84,12228.84,124734.17,249468.34,374202.5,498936.67,623670.84
ap-northeast-1,windows,vpc,TRUE,ecs.gn5-c28g1.7xlarge,28,112,5,100,28.448,4149.85,14820.88,14820.88,151172.98,302345.95,453518.93,604691.9,755864.88
ap-northeast-1,windows,vpc,TRUE,ecs.sn1ne.8xlarge,32,64,6,250,22.83,3940.55,14073.38,14073.38,143548.48,287096.95,430645.43,574193.9,717742.38
ap-northeast-1,windows,vpc,TRUE,ecs.n4.8xlarge,32,64,低,低,18.66,3040.52,10859,10859,110761.8,221523.6,332285.4,443047.2,553809
ap-northeast-1,windows,vpc,TRUE,ecs.mn4.8xlarge,32,128,低,低,24.385,4040.4,14430,14430,147186,294372,441558,588744,735930
ap-northeast-1,windows,vpc,TRUE,ecs.sn2ne.8xlarge,32,128,6,250,25.605,4242.38,15151.35,15151.35,154543.77,309087.54,463631.31,618175.08,772718.85
ap-northeast-1,windows,vpc,TRUE,ecs.gn5-c8g1.8xlarge,32,240,10,200,79.618,10700.28,38215.3,38215.3,389796.06,779592.12,1169388.18,1559184.24,1948980.3
ap-northeast-1,windows,vpc,TRUE,ecs.se1.8xlarge,32,256,6,80,27.805,4348.12,15529,15529,158395.8,316791.6,475187.4,633583.2,791979
ap-northeast-1,windows,vpc,TRUE,ecs.se1ne.8xlarge,32,256,6,250,29.196,4565.59,16305.69,16305.69,166318.04,332636.08,498954.11,665272.15,831590.19
ap-northeast-1,windows,vpc,TRUE,ecs.gn5-c8g1.14xlarge,54,480,25,400,159.229,21400.57,76430.6,76430.6,779592.12,1559184.24,2338776.36,3118368.48,3897960.6
ap-northeast-1,windows,vpc,TRUE,ecs.gn5-c28g1.14xlarge,56,224,10,200,56.896,8299.67,29641.69,29641.69,302345.24,604690.48,907035.71,1209380.95,1511726.19
ap-northeast-1,windows,vpc,TRUE,ecs.sn2ne.14xlarge,56,224,10,450,44.807,7421.89,26506.75,26506.75,270368.85,540737.7,811106.55,1081475.4,1351844.25
ap-northeast-1,windows,vpc,TRUE,ecs.se1.14xlarge,56,480,10,120,51.266,8016.68,28631,28631,292036.2,584072.4,876108.6,1168144.8,1460181
ap-northeast-1,windows,vpc,TRUE,ecs.sn1.medium,2,4,0.5,5,1.291,220.36,787,787,8027.4,16054.8,24082.2,32109.6,40137
ap-northeast-1,windows,vpc,TRUE,ecs.sn2.medium,2,8,0.5,5,1.525,252.56,902,902,9200.4,18400.8,27601.2,36801.6,46002
ap-northeast-1,windows,vpc,TRUE,ecs.sn1.large,4,8,0.8,10,2.582,441.84,1578,1578,16095.6,32191.2,48286.8,64382.4,80478
ap-northeast-1,windows,vpc,TRUE,ecs.sn2.large,4,16,0.8,10,3.049,505.12,1804,1804,18400.8,36801.6,55202.4,73603.2,92004
ap-northeast-1,windows,vpc,TRUE,ecs.sn1.xlarge,8,16,1.5,20,5.163,882.28,3151,3151,32140.2,64280.4,96420.6,128560.8,160701
ap-northeast-1,windows,vpc,TRUE,ecs.sn2.xlarge,8,32,1.5,20,6.097,1009.96,3607,3607,36791.4,73582.8,110374.2,147165.6,183957
ap-northeast-1,windows,vpc,TRUE,ecs.sn1.3xlarge,16,32,3,40,10.326,1764.56,6302,6302,64280.4,128560.8,192841.2,257121.6,321402
ap-northeast-1,windows,vpc,TRUE,ecs.sn2.3xlarge,16,64,3,40,12.193,2020.2,7215,7215,73593,147186,220779,294372,367965
ap-northeast-1,windows,vpc,TRUE,ecs.sn1.7xlarge,32,64,6,80,21.742,3752.84,13403,13403,136710.6,273421.2,410131.8,546842.4,683553
ap-northeast-1,windows,vpc,TRUE,ecs.sn2.7xlarge,32,128,6,80,24.385,4040.4,14430,14430,147186,294372,441558,588744,735930
ap-northeast-1,windows,vpc,TRUE,ecs.sn2.13xlarge,56,224,10,120,42.673,7068.6,25245,25245,257499,514998,772497,1029996,1287495
ap-southeast-2,windows,vpc,TRUE,ecs.t5-lc2m1.nano,1,0.5,0.1,4,0.06,8.96,32,30.4,288,460.8,518.4,552.96,576
ap-southeast-2,windows,vpc,TRUE,ecs.t5-lc1m1.small,1,1,0.2,6,0.12,17.08,61,57.95,549,878.4,988.2,1054.08,1098
